Id_juego,Nombre,Desarrollador,Año_lanzamiento,Género
655020,Unreal Estate,"Larry Martin,Phillip Brossia",2017,"['Casual', 'Indie', 'Simulation', 'Strategy']"
636910,Geoid,Zen Relay Games,2017,"['Action', 'Casual', 'Indie']"
542570,RunVR,N/D,2017,"Indie, Racing, Simulation"
628560,Bebop and Tempo,Brandon Dominguez,2017,"['Action', 'Adventure']"
577180,Sin Castle,Primary cells studio,2017,"['Indie', 'RPG', 'Strategy']"
592812,SUPER ARMY OF TENTACLES 3: Summer Outfit Pack II: Shark Week,Stegalosaurus Game Development,2017,"['Adventure', 'Indie', 'RPG']"
623619,X-Plane 11 - Add-on: Aerosoft - Airport Rio de Janeiro – Santos Dumont,"Richard Nunes,Nielsen Flightsim Scenery",2017,['Simulation']
535650,Dwingle : B.O.T,N/D,2017,"Adventure, Indie"
613010,Secret in Story,Luo Zhi En,2017,"['Adventure', 'Indie']"
592811,SUPER ARMY OF TENTACLES 3: Summer Outfit Pack I: San Diego Comic-Con Exclusives 2017,Stegalosaurus Game Development,2017,"['Adventure', 'Indie', 'RPG']"
655650,Mahjong Masters: Temple of the Ten Gods,Playtinum,2017,['Casual']
654270,Elon Gold: Chosen and Taken,N/D,2014,['N/D']
527720,Keep Defending,N/D,2017,"Action, Indie"
580100,Darkest Dungeon®: The Crimson Court,Red Hook Studios,2017,"['Indie', 'RPG', 'Strategy']"
645440,Tearstone,Dragons Eye Studio,2011,"['Adventure', 'Casual', 'Indie']"
645410,Ominous Tales: The Forsaken Isle,Urchin Games,2017,"['Adventure', 'Casual', 'Indie']"
591501,Pixel Puzzles Ultimate - Puzzle Pack: Urban Decay,DL Softworks,2017,"['Casual', 'Free to Play', 'Indie', 'Simulation', 'Sports', 'Strategy']"
650730,Weeping Skies,MysteryTag,2017,"['Adventure', 'Casual', 'Indie']"
649410,Jazzpunk: Flavour Nexus,Necrophone Games,2017,"['Adventure', 'Indie']"
573510,MapleStory Beginner Pack,Nexon,2017,"['Casual', 'Free to Play', 'Massively Multiplayer', 'RPG']"
573512,MapleStory Cosmetic Pack,Nexon,2017,"['Casual', 'Free to Play', 'Massively Multiplayer', 'RPG']"
573513,MapleStory Equipment Enhancement Pack,Nexon,2017,"['Casual', 'Free to Play', 'Massively Multiplayer', 'RPG']"
573511,MapleStory Pet Pack,Nexon,2017,"['Casual', 'Free to Play', 'Massively Multiplayer', 'RPG']"
655420,Simple RTS,Gal Hajaj,2017,"['Indie', 'Strategy']"
588310,Blender Character Modeling For Beginners HD,N/D,2017,"['Animation & Modeling', 'Design & Illustration']"
648120,Battle of Painters,Dio Alias Games,2017,"['Casual', 'Indie']"
571430,Drone Hero,N/D,2017,"Action, Indie, Simulation, Sports"
660250,MultiVR.se All Scenes,"VRider, Inc.",2017,['Utilities']
584200,MultiVR.se,N/D,2017,Utilities
339720,Debugger 3.16: Hack'n'Run,Spiderwork Games,2017,"['Indie', 'Early Access']"
404540,Nex Machina,Housemarque,2017,"['Action', 'Indie']"
236110,Dungeon Defenders II,Trendy Entertainment,2017,"['Action', 'Free to Play', 'Indie', 'RPG', 'Strategy']"
660050,World of Guns: Pistols Pack #1,Noble Empire Corp.,2017,"['Free to Play', 'Indie', 'Simulation']"
660060,World of Guns: Pistols Pack #2,Noble Empire Corp.,2017,"['Free to Play', 'Indie', 'Simulation']"
651130,Dungeon Defenders II - Gemtacular Pack,Trendy Entertainment,2017,"['Action', 'Free to Play', 'Indie', 'RPG', 'Strategy']"
651131,Dungeon Defenders II - Standard Edition,Trendy Entertainment,2017,"['Action', 'Free to Play', 'Indie', 'RPG', 'Strategy']"
651132,Dungeon Defenders II - Deluxe Edition,Trendy Entertainment,2017,"['Action', 'Free to Play', 'Indie', 'RPG', 'Strategy']"
651140,Dungeon Defenders II - Heroic Edition,Trendy Entertainment,2017,"['Action', 'Free to Play', 'Indie', 'RPG', 'Strategy']"
654330,Fantasy Grounds - 50 Fathoms Online Gaming Tokens (Savage Worlds) (Token Pack),"SmiteWorks USA, LLC",2017,"['Indie', 'RPG', 'Strategy']"
659230,Fantasy Grounds - Online Gaming Pack #1: Animals & Aberrations,"SmiteWorks USA, LLC",2017,"['Indie', 'RPG', 'Strategy']"
660240,Fantasy Grounds - Rippers Online Gaming Figure Flats (Token Pack),"SmiteWorks USA, LLC",2017,"['Indie', 'RPG', 'Strategy']"
647120,St. Vincent,N/D,2015,['N/D']
641340,Chapter & Verse,N/D,2017,['N/D']
642590,Virtual Battlemap DLC - Modern Town,Dragom,2017,"['Design & Illustration', 'Utilities']"
299950,GET EVEN,The Farm 51,2017,['Action']
604170,Libra of the Vampire Princess,"onomatope*,MiKandi Japan",2017,"['Adventure', 'Casual', 'Simulation']"
630050,Dead Exit,RadiationBurn,2017,"['Casual', 'Strategy']"
623110,Get Even - OST,The Farm 51,2017,['Action']
608850,Aries Spears: Comedy Blueprint,N/D,2016,['N/D']
646440,Redfoot Bluefoot Dancing for VIVE Trackers,N/D,2017,"Action, Indie, Simulation, Sports"
652180,VR Guest,N/D,2017,"Adventure, Casual, Indie, Simulation"
661430,LineWay,Pony,2017,"['Casual', 'Indie']"
654640,7 Pillars,Mark Hagan,2017,['RPG']
660040,Diving Trunks,Lunacy Interactive,2017,"['Casual', 'Indie']"
653722,RPG Maker MV - Modern Day Menace Battlers,"KADOKAWA,Yoji Ojima",2017,"['Design & Illustration', 'Web Publishing']"
653723,RPG Maker MV - Discovered Space Planets,"KADOKAWA,Yoji Ojima",2017,"['Design & Illustration', 'Web Publishing']"
653726,RPG Maker MV - Heaven and Earth Music Pack,"KADOKAWA,Yoji Ojima,Murray Atkinson",2017,"['Design & Illustration', 'Web Publishing']"
653860,RPG Maker VX Ace - Discovered Space Planets,KADOKAWA,2017,"['Design & Illustration', 'Web Publishing']"
653727,RPG Maker MV - Medieval Warfare Music Pack,"KADOKAWA,Yoji Ojima,Murray Atkinson",2017,"['Design & Illustration', 'Web Publishing']"
653891,RPG Maker VX Ace - Heaven and Earth Music Pack,"KADOKAWA,Murray Atkinson",2017,"['Design & Illustration', 'Web Publishing']"
653892,RPG Maker VX Ace - Medieval Warfare Music Pack,"KADOKAWA,Murray Atkinson",2017,"['Design & Illustration', 'Web Publishing']"
653720,RPG Maker MV - Modern Urban Tileset,"KADOKAWA,Yoji Ojima,Sherman3D",2017,"['Design & Illustration', 'Web Publishing']"
653721,RPG Maker MV - Paranormal Monsters,"KADOKAWA,Yoji Ojima",2017,"['Design & Illustration', 'Web Publishing']"
653724,RPG Maker MV - Dignified Fantasy: Vol. 1,Bittersweet Entertainment,2017,"['Design & Illustration', 'Web Publishing']"
653728,RPG Maker MV - Steampunk Tiles MV,"KADOKAWA,Yoji Ojima,Sherman 3D",2017,"['Design & Illustration', 'Web Publishing']"
653890,RPG Maker VX Ace - The Music Box: Japanese Horror,Bittersweet Entertainment,2017,"['Design & Illustration', 'Web Publishing']"
653725,RPG Maker MV - The Music Box: Japanese Horror,Bittersweet Entertainment,2017,"['Design & Illustration', 'Web Publishing']"
652510,ESCAPE Room: Reality,Team Neetbytes,2017,"['Casual', 'Indie', 'RPG']"
653861,RPG Maker VX Ace - Dignified Fantasy: Vol. 1,Bittersweet Entertainment,2017,"['Design & Illustration', 'Web Publishing']"
617720,ASTA : ASTA Server,POLYGON GAMES,2017,"['Action', 'Adventure', 'Free to Play', 'Massively Multiplayer', 'RPG', 'Simulation']"
406760,"FL337 - ""Fleet""",KWL Productions,2017,"['Action', 'Adventure', 'Indie']"
613400,SAKeRETSU,Klassen Games,2017,['RPG']
553270,Wars Across the World: Congo 1964,Strategiae,2017,"['Indie', 'Strategy']"
604010,Chimpology,"themorfeus,Junkhive",2017,"['Casual', 'Indie', 'Simulation']"
645760,Heroic Dungeon,Dreamcraft Entertainment,2017,"['Casual', 'Indie']"
652050,The Labyrinth,Alexander Spillman,2017,"['Adventure', 'Early Access']"
640490,Lostorage incited WIXOSS,N/D,2017,['N/D']
640580,Saga of Tanya the Evil,N/D,2017,['Action']
640550,Fuuka,N/D,2017,['N/D']
653290,Hand Shakers,N/D,2017,['N/D']
653260,elDLIVE,N/D,2017,['N/D']
640520,Time Bokan,N/D,2017,['N/D']
653330,MARGINAL#4 Big Bang,N/D,2017,['N/D']
640450,Bloodivores,N/D,2017,['N/D']
653360,Schoolgirl Strikers,N/D,2017,['N/D']
653420,Danchigai,N/D,2017,['N/D']
640530,Yuri on Ice,N/D,2017,['Sports']
640500,Magical Girl Raising Project,N/D,2017,['N/D']
614550,Golden Panic,MissingNo Studio,2017,"['Action', 'Casual', 'Indie', 'Early Access']"
653240,ACCA: 13-Territory Inspection Dept.,N/D,2017,['N/D']
653480,Magical Somera-chan,N/D,2017,['N/D']
626430,The Highschool Life of Fudanshi,N/D,2017,['N/D']
626410,Sound Euphonium,N/D,2017,['N/D']
626370,New Game,N/D,2017,['N/D']
626340,Hitorinoshita - The Outcast,N/D,2017,['N/D']
653840,The Contractor,dragon1up,2017,['RPG']
662450,Fantasy Grounds - Tour of Darkness Online Gaming (Token Pack),"SmiteWorks USA, LLC",2017,"['Indie', 'RPG', 'Strategy']"
581740,HUNGER,Black Smerch,2017,"['Indie', 'Simulation', 'Strategy', 'Early Access']"
652540,Mocove Arts VR,N/D,2017,"Indie, Simulation"
644530,The Maid_san's Caving Adventure - メイドさん洞窟探検 -,KoheiGallery,2017,"['Action', 'Indie']"
650630,The Maid_san's Caving Adventure Soundtrack,KoheiGallery,2017,['Indie']
626450,Garakowa -Restore the World-,N/D,2017,['N/D']
620370,OneShot Solstice OST,Little Cat Feet,2017,"['Adventure', 'Casual', 'Indie']"
465710,Heroes Tactics,Camex Games,2017,"['Action', 'Adventure', 'Free to Play', 'Indie', 'RPG', 'Strategy']"
523660,HYPERCHARGE: Unboxed,Digital Cybercherries,2017,"['Action', 'Casual', 'Indie', 'Strategy', 'Early Access']"
644610,Drums Hero PC,"Player Of Music Technology Co.,Ltd",2017,"['Action', 'Casual', 'Indie', 'Simulation', 'Sports', 'Early Access']"
662863,Trainz Route: Appen,N3V Games,2017,['Simulation']
662860,Trainz Route: Japan - Model Trainz,N3V Games,2017,['Simulation']
662862,Trainz Route: The Shorts and Kerl Traction Railroad,N3V Games,2017,['Simulation']
662861,Trainz Route: Port Zyd & Fulazturn Railroad,N3V Games,2017,['Simulation']
662864,Trainz Route: Bea-Dawe Model Railway,N3V Games,2017,['Simulation']
662865,Trainz Route: Franklin Avenue Industrial,N3V Games,2017,['Simulation']
662866,Trainz Route: Brazemore Yard,N3V Games,2017,['Simulation']
619810,Fabulous - Angela's High School Reunion,GameHouse,2017,"['Adventure', 'Casual', 'Indie', 'Simulation']"
649000,You Shall Not Jump: PC Master Race Edition,Time Robbers,2017,"['Action', 'Indie']"
332540,We Slay Monsters,Furiously Inactive Games,2017,"['Indie', 'RPG', 'Strategy']"
404284,Construction Simulator 2015: Liebherr A 918,weltenbauer. Software Entwicklung GmbH,2017,"['Casual', 'Simulation']"
652090,Blockara,Haunted Bees Productions,2016,"['Action', 'Casual', 'Indie']"
636630,OMSI 2 Add-on Busbetrieb-Simulator,PeDePe GbR,2017,['Simulation']
456090,ZOMBIE TOWN AHHH,Bitporters LTD.,2017,"['Action', 'Indie', 'RPG', 'Early Access']"
611770,Void Source,Xitilon,2017,"['Action', 'Indie', 'Early Access']"
635060,Castle of no Escape,"Xitilon,Esdeer",2017,"['Action', 'Indie', 'RPG']"
639600,Arma 3 Malden,Bohemia Interactive,2017,"['Action', 'Simulation', 'Strategy']"
649720,Fantasy Grounds - Wellstone City (Savage Worlds),"SmiteWorks USA, LLC",2017,"['Indie', 'RPG', 'Strategy']"
638620,Fantasy Grounds - Orc Town: Orc Village (Map Pack),"SmiteWorks USA, LLC",2017,"['Indie', 'RPG', 'Strategy']"
661950,FlyingRock: Arena,Edo Create,2017,"['Free to Play', 'Indie']"
643570,Avatar Of The Wolf,Choice of Games,2017,"['Adventure', 'Indie', 'RPG']"
519550,SPACE DVRTS,N/D,2017,"Action, Sports"
648940,Fantasy Grounds - Wellstone City Chronicles: Two-Bit Thugs (Savage Worlds),"SmiteWorks USA, LLC",2017,"['Indie', 'RPG', 'Strategy']"
647340,Fantasy Grounds - Nameless Horrors (CoC7E),"SmiteWorks USA, LLC",2017,"['Indie', 'RPG', 'Strategy']"
639860,Fantasy Grounds - Orc Town: Orc Arena (Map Pack),"SmiteWorks USA, LLC",2017,"['Indie', 'RPG', 'Strategy']"
647350,Fantasy Grounds - Online Gaming #10: Plants & Vermin (Token Pack),"SmiteWorks USA, LLC",2017,"['Indie', 'RPG', 'Strategy']"
605310,Unearthing Mars VR,N/D,2017,"Adventure, Simulation"
652440,Solaroids - Soundtrack (OST),DynF/X Digital,2017,"['Action', 'Casual', 'Indie', 'Simulation']"
617350,Samurai Forge,deeparrowstudio,N/D,"['Free to Play', 'RPG', 'Strategy']"
583620,3D Organon Anatomy,Medis Media,2017,['Education']
588620,Mary Le Chef - Cooking Passion,Cateia Games,2017,"['Adventure', 'Casual', 'Simulation']"
652570,Mystika 3 : Awakening of the dragons,Unikgame,2017,"['Casual', 'Indie']"
659910,Loptice,Aleksandar Dakic,2017,"['Action', 'Casual', 'Indie']"
645450,Gravity Quest,Light Road Games,2017,"['Adventure', 'Casual', 'Indie']"
662710,Fantasy Grounds - Pathfinder RPG - Kingmaker AP 4: Blood for Blood (PFRPG),"SmiteWorks USA, LLC",2017,"['Indie', 'RPG', 'Strategy']"
360400,Zombie Quarantine,Tobop Productions,2017,"['Casual', 'Strategy']"
654520,Travel Riddles: Trip To Greece,Notus Games Ltd,2017,['Casual']
658450,Lil' Blue Buddy,Emerald Interactive Games,2016,"['Action', 'Casual']"
650110,Princess Maker 3: Fairy Tales Come True,"CFK Co., Ltd.",2017,['Simulation']
508403,DRAGON BALL XENOVERSE 2 - DB Super Pack 4,"QLOC,DIMPS",2017,"['Action', 'Adventure', 'Casual', 'Massively Multiplayer']"
647070,Race for the Galaxy: Gathering Storm,Temple Gates Games,2017,['N/D']
579940,Race for the Galaxy,Temple Gates Games,2017,['Strategy']
647071,Race for the Galaxy: Rebel vs Imperium,Temple Gates Games,2017,['Strategy']
556392,Steep™ - Extreme Pack,"Ubisoft Annecy,Ubisoft Montpellier,Ubisoft Kiev",2017,"['Action', 'Sports']"
554510,The Golf Club 2™,HB Studios,2017,"['Simulation', 'Sports']"
613630,The Golf Club 2™ - The Aristocrat: Social Elite,HB Studios,2017,"['Simulation', 'Sports']"
578580,The Golf Club 2™ - The Aristocrat: Rags to Riches,HB Studios,2017,"['Simulation', 'Sports']"
641382,Tom Clancy's Rainbow Six® Siege - Capitão Loreto Set,Ubisoft Montreal,2017,['Action']
590245,Rocksmith® 2014 Edition – Remastered – Alabama Shakes Song Pack,Ubisoft - San Francisco,2017,"['Casual', 'Simulation']"
590247,Rocksmith® 2014 Edition – Remastered – Alabama Shakes - “Don’t Wanna Fight”,Ubisoft - San Francisco,2017,"['Casual', 'Simulation']"
590246,Rocksmith® 2014 Edition – Remastered – Alabama Shakes - “Hold On”,Ubisoft - San Francisco,2017,"['Casual', 'Simulation']"
590248,Rocksmith® 2014 Edition – Remastered – Alabama Shakes - “Gimme All Your Love”,Ubisoft - San Francisco,2017,"['Casual', 'Simulation']"
590249,Rocksmith® 2014 Edition – Remastered – Alabama Shakes - “Always Alright”,Ubisoft - San Francisco,2017,"['Casual', 'Simulation']"
654710,Ashes,tom_jackson,2017,"['Action', 'Adventure', 'Indie']"
644150,Smogland,CJH Labs,2017,"['Action', 'Adventure', 'Indie', 'Early Access']"
636390,Ticket to Earth,Robot Circus,2017,"['Indie', 'RPG', 'Strategy']"
659540,Warsim: The Realm of Aslona,Huw Millward,2017,"['Indie', 'RPG', 'Simulation', 'Strategy', 'Early Access']"
654090,High clear VR,N/D,2017,"Action, Casual, Sports"
655440,Panzer Killer,Digital Fusion Inc.,2007,"['Action', 'Casual', 'Simulation']"
666140,My Time At Portia,Pathea Games,2018,"['Adventure', 'Casual', 'Indie', 'RPG', 'Simulation', 'Early Access']"
604330,The Crown of Leaves,"Lingrimm,Natalie De Corsair",2018,"['Adventure', 'Indie']"
662850,Shattered God DEMO,Ithiro Sumi,2017,"['Action', 'Adventure', 'Indie', 'RPG']"
665990,Anomalies - Sights and Sounds,Michael Klaus Schmidt,2017,"['Casual', 'Indie', 'Simulation']"
667250,Your Smile Beyond Twilight - Original Soundtrack,lingtanstudio,2017,"['Adventure', 'Indie']"
652560,Beached,James Petty,2017,"['Indie', 'RPG', 'Early Access']"
664080,Turn your Destiny,Flying Kiwi,2017,"['Casual', 'Indie']"
663230,OMSI 2 Add-on Downloadpack Vol. 2 - KI-Fahrzeuge,Halycon Media,2017,['Simulation']
605560,MXGP3 - Monster Energy SMX Riders Cup,Milestone S.r.l.,2017,"['Racing', 'Simulation', 'Sports']"
656200,ESports Club,CraftsmanGames,2017,"['Indie', 'Simulation', 'Sports', 'Strategy', 'Early Access']"
535850,Micro Machines World Series,Codemasters,2017,['Racing']
665620,Zombie Hobby VR,N/D,2017,"Action, Adventure, Indie, Simulation, Sports"
640970,In Game Adventure: Legend of Monsters,Alysson Moraes,2017,"['Action', 'Casual', 'Indie']"
428610,Longsword - Tabletop Tactics,Zero Sum Games,2017,"['Indie', 'Strategy', 'Early Access']"
663430,This is not RPG,zachs123456,2017,['RPG']
556480,Rugby League Live 4,Big Ant Studios,2017,['Sports']
538000,Hop Step Sing! Kisekiteki Shining! (HQ Edition),N/D,2017,Casual
646530,Hop Step Sing! kiss×kiss×kiss (HQ Edition),N/D,2017,Casual
666960,Cowboy's Adventure,Blender Games,2017,"['Action', 'Adventure', 'Indie']"
664030,Time To Walk Alone,INDIE PLAY,2017,"['Casual', 'Indie']"
658384,Emma (for Athopiu),TeamAthopiu,2017,"['Adventure', 'Casual', 'Indie', 'RPG', 'Strategy']"
658380,Emily (for Athopiu),TeamAthopiu,2017,"['Adventure', 'Casual', 'Indie', 'RPG', 'Strategy']"
658381,Jack (for Athopiu),TeamAthopiu,2017,"['Adventure', 'Casual', 'Indie', 'RPG', 'Strategy']"
613430,TANE DLC: Quinnimont Coal Drag,N3V Games,2017,['Simulation']
615020,King of the World,Contec Games,2017,"['Indie', 'Strategy', 'Early Access']"
438951,Pure Hold'em - Ringleader Card Deck,VooFoo Studios,2017,"['Casual', 'Indie', 'Simulation', 'Sports', 'Strategy']"
619380,The little vampir,BRAINEART,2017,"['Casual', 'Indie', 'Strategy']"
638760,The Horus Heresy: Battle of Tallarn - Underworld Campaign,HexWar Games,2017,['Strategy']
663420,Anarchy Online: Music Collection,Funcom,2017,"['Action', 'Adventure', 'Free to Play', 'Massively Multiplayer', 'RPG', 'Strategy']"
425400,Block Rocking Beats,N/D,2017,"Casual, Indie, Simulation, Early Access"
623160,Zombie Solitaire 2 Chapter 1,rokaplay,2017,['Casual']
665600,Dabda,N/D,2017,"['Adventure', 'Casual', 'Indie']"
636050,5 Star Rio Resort,rokaplay,2017,['Casual']
622040,Zooicide,Evil Tortilla Games,2017,"['Action', 'Casual', 'Indie', 'Simulation', 'Early Access']"
652830,Lost Legends: The Pharaoh's Tomb,N/D,2017,"Action, Indie"
644300,Family Tree Heritage™ Platinum 15 –  Mac,Ancestral Quest,2017,['Education']
646960,Three Twenty One,"MWC,David J. Franco",2017,"['Adventure', 'Indie']"
645480,Spider-Man: Homecoming - Virtual Reality Experience,N/D,N/D,"['Adventure', 'Action']"
606350,Puttyface,N/D,2017,"Free to Play, Indie, Simulation, Early Access"
612200,TANE DLC: Victorian Railways Type 4 DD Class Pack - Canadian Red,N3V Games,2017,['Simulation']
569350,RoboCritters,Curious Dimensions Ltd,2017,"['Action', 'Indie', 'Strategy']"
623616,X-Plane 11 - Add-on: Aerosoft - Airport Southwest Florida Intl.,Omar Masroor,2017,['Simulation']
651400,BULLET SOUL / バレットソウル - 弾魂 - Original Soundtrack,MAGES. Inc.,2017,['Action']
652530,Potentia,Influx Interactive,2017,"['Action', 'Indie']"
654070,Escape Room,N/D,2017,Adventure
655250,Insectophobia : Episode 1,Proximity Games,2017,"['Action', 'Adventure', 'Indie']"
667860,THOTH Soundtrack,Carlsen Games,2017,"['Action', 'Indie']"
649550,Three Twenty One - Extra Content,"MWC,David J. Franco",2017,"['Adventure', 'Indie']"
657350,White Noise 2 - Okiku,Milkstone Studios,2017,"['Adventure', 'Indie']"
641870,symeCu8e,forever8pus,2017,"['Casual', 'Indie', 'Strategy']"
569290,Metamorfose S,fase3,2017,"['Action', 'Adventure', 'Indie']"
656620,Circuit Warz,"Arttu Tuovinen,Alan Bourhis,Michael Callaghan",2017,"['Action', 'Indie']"
652840,Live2DViewerEX - [Widget] Analog Clock (Deprecated),Pavo Studio,2017,['Animation & Modeling']
652610,Stick Nightmare,Pedro Castro Menezes,2017,['Indie']
641860,Trenches of War,Vashta Entertainment,2017,"['Action', 'Casual', 'Indie', 'Strategy']"
469720,Monsters' Den: Godfall,Monstrum,2017,"['Adventure', 'Indie', 'RPG', 'Strategy']"
665650,2V Hoverbike,Intertum,2017,"['Action', 'Indie']"
665580,HEX: Frostheart Bundle,Hex Entertainment,2017,"['Adventure', 'Free to Play', 'RPG', 'Strategy']"
650770,Time Gun / 时间枪,chaosikaros,2017,"['Action', 'Adventure', 'Indie']"
633970,Heroes Never Die,N/D,2017,"Action, Adventure, Indie, Early Access"
666010,Refract,Renaissance Game Studio,2017,"['Indie', 'Strategy']"
397760,Urban War Defense,Budgie Games,2017,"['Strategy', 'Early Access']"
645470,LOG the game,RobotKSR,2017,"['Action', 'Adventure', 'Indie', 'Racing']"
601330,Eye of Odin,N/D,2017,"Action, Early Access"
562384,TS Marketplace: Miami – West Palm Beach Scenario Pack 01 Add-On,High Iron Simulations,2017,['Simulation']
596580,Fading of Zarya 7,SiBear Games,2018,"['Action', 'Adventure', 'Indie', 'RPG', 'Strategy']"
654020,Ben The Exorcist,Wraith Studio,2017,"['Action', 'Adventure', 'Indie']"
661730,Dawn of H'btakh,megaeggz,2016,"['Action', 'Indie']"
673340,Red Spider Chronicle,studio wasp,2017,['Adventure']
648880,SOYF: S#!T ON YOUR FRIENDS,Egonaut Games,2017,['Action']
673320,Zaccaria Pinball - House of Diamonds 2017 Table,Magic Pixel Kft.,2017,"['Casual', 'Free to Play', 'Simulation', 'Sports']"
566060,The Crypts of Anak Shaba - VR,N/D,N/D,"['Indie', 'Casual', 'Action', 'Adventure', 'RPG', 'Simulation']"
666300,Fantasy Grounds - Gaming #6: Magical Beasts (Token Pack),"SmiteWorks USA, LLC",2017,"['Indie', 'RPG', 'Strategy']"
613270,Dinosis Survival,Corpix Games,2017,"['Action', 'Adventure', 'Indie', 'Simulation']"
672530,Queen of Seas - Original Sound Track,Uruca Game Studio,2017,"['Casual', 'Indie']"
591506,Pixel Puzzles Ultimate - Puzzle Pack: Variety Pack 1,DL Softworks,2017,"['Casual', 'Free to Play', 'Indie', 'Simulation', 'Sports', 'Strategy']"
667370,"Fantasy Grounds - Gaming #7: Constructs, Elementals, & Fey (Token Pack)","SmiteWorks USA, LLC",2017,"['Indie', 'RPG', 'Strategy']"
665520,Fantasy Grounds - Gaming #5: Dragons & Giants (Token Pack),"SmiteWorks USA, LLC",2017,"['Indie', 'RPG', 'Strategy']"
668090,Fantasy Grounds - Gaming #9: Monstrous Humanoids & Outsiders (Token Pack),"SmiteWorks USA, LLC",2017,"['Indie', 'RPG', 'Strategy']"
671230,Spirits: Ciel Bleu,Lucascubestudios,2017,"['Adventure', 'Indie', 'Simulation']"
654920,SQR🔲 2,SlyGames,2017,"['Casual', 'Indie']"
514540,Hate Free Heroes RPG,Starlight Studios,2017,"['Adventure', 'Indie', 'RPG']"
644680,"Libra of the Vampire Princess: Lycoris & Aoi in ""The Promise"" PLUS Iris in ""Homeworld""","onomatope*,MiKandi Japan",2017,"['Adventure', 'Casual', 'Simulation']"
610260,American VR Coasters,N/D,2017,"Action, Casual, Indie, Simulation"
649630,DarkMaze,N/D,2017,"Adventure, Casual, Strategy"
662400,Steampunk Action Battle Simulator,Theodor Niklas,2017,"['Action', 'Adventure', 'Simulation', 'Strategy']"
672570,The Western Hunter,N/D,2017,"Casual, Simulation"
655460,Hooligan Vasja: Halloween,Trident Game Studio,2017,"['Action', 'Casual', 'Indie']"
655310,Hard Man,"oblomysh,EHTechnology",2017,"['Action', 'Casual', 'Indie']"
655300,Boom-Bahh,"oblomysh,EHTechnology",2017,"['Casual', 'Indie', 'Strategy']"
659350,Cowboy Revenge,Bogdan,2017,"['Action', 'Casual', 'Indie', 'Massively Multiplayer']"
658770,Dreamals: Dream Quest,"XINESS Co., ltd.",2017,"['Action', 'Casual', 'Indie']"
658800,Fantasy Mosaics 16: Six Colors in Wonderland,Andy Jurko,2016,"['Casual', 'Indie']"
591502,Pixel Puzzles Ultimate - Puzzle Pack: China,DL Softworks,2017,"['Casual', 'Free to Play', 'Indie', 'Simulation', 'Sports', 'Strategy']"
654950,Labyrinth Escape,"Tero Lunkka,Mikko Seppälä",2017,"['Action', 'Indie']"
651170,Deep Horizon,Ventura Science,2017,"['Action', 'Casual', 'Indie']"
628400,Robot Shield,Evradan,2017,"['Action', 'Indie']"
397600,Viral EX,N/D,2017,"Action, Indie"
664660,Against the Gradient,Cogent Education,2017,"['Casual', 'Indie', 'Simulation']"
635761,LOGistICAL - Canada,Sacada,2017,"['Casual', 'Strategy']"
668560,tho_maz,Fürst,2017,"['Adventure', 'Casual', 'Indie']"
557940,The Muybridge Mausoleum,N/D,2017,"Casual, Indie"
337290,Still Not Dead,Greg Sergeant,2017,"['Action', 'Indie', 'Early Access']"
661460,Thin Judgment,James Roll,2017,"['Casual', 'Indie']"
463950,Selenon Rising - Episode 2,Fastermind Games,2017,"['Adventure', 'Casual', 'Indie']"
670030,Fantasy Grounds - Dungeons & Dragons: Shackles of Blood,"SmiteWorks USA, LLC",2017,"['Indie', 'RPG', 'Strategy']"
653090,BATTLECREW Space Pirates - Unlimited,DONTNOD ELEVEN,2017,"['Action', 'Indie']"
411480,BATTLECREW™ Space Pirates,DONTNOD ELEVEN,2017,"['Action', 'Free to Play', 'Indie']"
658860,BATTLECREW Space Pirates : All Pirates Skins,DONTNOD ELEVEN,2017,"['Action', 'Indie']"
647930,Danse Macabre: Crimson Cabaret Collector's Edition,Eipix Entertainment,2017,"['Adventure', 'Casual']"
666200,Of Guards and Thieves - Map Workshop,Subvert Games,2017,"['Action', 'Casual', 'Free to Play', 'Indie', 'Massively Multiplayer']"
632160,"Gray Skies, Dark Waters Soundtrack & Art Book","Green Willow Games, LLC",2017,"['Adventure', 'Casual', 'Indie']"
505640,Antihero,Tim Conkling,2017,"['Indie', 'Strategy']"
652490,Antihero Book Club Characters,Tim Conkling,2017,"['Indie', 'Strategy']"
596460,Antihero - Soundtrack,Tim Conkling,2017,"['Indie', 'Strategy']"
627040,The Dark Tapes,N/D,2017,['N/D']
649540,The Battery's Down,N/D,2008,['N/D']
510360,Recession,Super Strong Games,2017,"['Action', 'Indie', 'Early Access']"
664420,Girls and Quiz,morojenoe's empire,2017,"['Casual', 'Indie']"
662730,MIND REFLECTION ⬛ Inside the Black Mirror Puzzle,DRUNKEN APES,2017,"['Casual', 'Indie']"
669760,One Bit,Veibyn,2015,"['Action', 'Adventure', 'Indie']"
629440,Graze Counter,Bikkuri Software,2017,"['Action', 'Casual']"
660820,Retro Block VR,N/D,2017,"Casual, Indie"
658390,Tunnel Runner VR,N/D,2017,"Casual, Simulation"
675400,Spaceship Looter - Soundtrack,Luxorix Games,2017,"['Action', 'Adventure', 'Indie', 'RPG']"
388370,Nova Blitz,Dragon Foundry,2017,"['Action', 'Free to Play', 'Indie', 'Massively Multiplayer', 'Strategy']"
