Id_juego,Nombre,Género
596650,Tap Adventure: Time Travel,"Adventure, Free to Play, "
584220,RunningDead,"Casual, Indie, "
512020,Box Maze,"Action, Adventure, Casual, Indie, Strategy, "
582490,Lighting End VR,"Casual, Indie, "
576720,Light And Dance VR,"Simulation, Sports, "
545200,Super Blackjack Battle 2 Turbo Edition - The Card Warriors,"Casual, Sports, "
566320,An Octonaut Odyssey,"Adventure, Casual, Indie, "
596400,Azada: Elementa Collector's Edition,"Adventure, Casual, "
494720,Morphblade,"Casual, Indie, "
575830,rooMaze,"Action, Adventure, Indie, RPG, "
592750,SPACE-FRIGHT,"Adventure, Indie, "
577460,Zoop! - Hunter's Grimm,"Action, Adventure, Indie, RPG, "
468723,Tabletop Simulator - Warfighter,"Casual, Indie, RPG, Simulation, Strategy, "
432420,Ludoria,"Adventure, Indie, RPG, Early Access, "
578190,Diesel Power,"Action, Casual, Indie, Racing, "
595550,Mastema: Out of Hell,"Action, Adventure, Casual, Indie, "
466240,Deceit,"Action, Free to Play, Indie, "
602441,DESYNC: The Original Soundtrack - Volume 2 (Volkor X),"Action, Indie, "
602440,DESYNC: The Original Soundtrack - Volume 1 (Daniel Deluxe),"Action, Indie, "
587490,Dark Throne,"Action, Adventure, Indie, RPG, "
591620,Clicker Heroes: Boxy & Bloop Auto Clicker,"Adventure, Casual, Free to Play, Indie, RPG, Simulation, Strategy, "
571350,DED,"Action, Free to Play, Indie, "
517110,Cards of Chaos,"Casual, Indie, Simulation, Strategy, "
596630,Ricochet Kills: Noir,"Indie, "
593560,The Last Cargo,"Action, Adventure, Indie, RPG, "
594490,Deadly Hunter VR,"Action, Adventure, RPG, Simulation, Sports, Strategy, "
597240,johnsgame,"Action, Adventure, Casual, Free to Play, Indie, RPG, "
592570,Wild Unknown,"Adventure, Indie, "
503240,Hurricane,"Action, Adventure, Indie, Massively Multiplayer, RPG, Early Access, "
595150,My Vet Practice – Marine Patrol,"Casual, "
554670,Infektor,"Action, Casual, Indie, "
601730,Fantasy Grounds - Dead in the Water (CoC),"Indie, RPG, Strategy, "
597280,Witch Hunters: Stolen Beauty Collector's Edition,"Adventure, Casual, "
596140,Photo & Graphic Designer 12 Steam Edition,"Design & Illustration, Photo Editing, "
604060,Goblin Harvest - The Mighty Quest,"Adventure, Indie, RPG, Strategy, "
601350,Fantasy Grounds - Disposable Heroes: Modern Gangs (Token Pack),"Indie, RPG, Strategy, "
357190,ULTIMATE MARVEL VS. CAPCOM 3,"Action, "
466860,City of God I - Prison Empire,"Indie, RPG, Simulation, Early Access, "
592360,Violet's Dream VR,"Adventure, "
598330,SimAirport,"Indie, Simulation, Strategy, Early Access, "
460930,Tom Clancy's Ghost Recon® Wildlands,"Action, Adventure, "
602200,Dreamlike Worlds,"Action, Adventure, Casual, Indie, "
573830,Tom Clancy's Ghost Recon® Wildlands - Season Pass,"Action, Adventure, "
592740,Drift 7 Islands (survival),"Adventure, Indie, RPG, "
506090,Switch - Or Die Trying,"Adventure, Indie, "
536050,994 W 24th,"Casual, Indie, Early Access, "
604930,Switch - Or Die Trying Soundtrack,"Adventure, Indie, "
602210,Military Airfield - Donation DLC,"Action, Indie, "
499410,VoidExpanse: Pariahs' Bane,"Action, Indie, RPG, Simulation, Strategy, "
602740,VoidExpanse: Soundtrack Complete,"Action, Indie, RPG, Simulation, Strategy, "
594720,Star Merchant,"Casual, Indie, Simulation, Strategy, "
530780,Expansion - Crusader Kings II: Monks and Mystics,"Simulation, Strategy, "
569800,LEAVES - The Journey,"Adventure, Indie, "
604890,Gigachess - Original Soundtrack,"N/D, "
598690,Dark Legion VR,"Action, Adventure, Casual, Indie, Early Access, "
415880,Disc Jam,"Action, Indie, Sports, "
601640,The guard of dungeon,"Action, Indie, "
601270,Crusader Kings II: Hymns of Revelation,"Simulation, Strategy, "
576200,Fantasy Grounds - Mini-Dungeon #015: Torment at Torni Tower (PFRPG),"Indie, RPG, Strategy, "
548650,Lightspeed Frontier,"Action, Adventure, Indie, RPG, Early Access, "
583670,Loot Rascals Soundtrack,"Adventure, Indie, RPG, "
443880,Loot Rascals,"Adventure, Indie, RPG, "
527290,Atelier Firis: The Alchemist and the Mysterious Journey / フィリスのアトリエ ～不思議な旅の錬金術士～,"RPG, "
598160,The American Nurse,"N/D, "
509734,Rocksmith® 2014 Edition – Remastered – Avril Lavigne - “Complicated”,"Casual, Simulation, "
582710,The Legend of Chupacabras,"Adventure, "
509735,Rocksmith® 2014 Edition – Remastered – Avril Lavigne - “I’m with You”,"Casual, Simulation, "
509739,Rocksmith® 2014 Edition – Remastered – Avril Lavigne Song Pack,"Casual, Simulation, "
509736,Rocksmith® 2014 Edition – Remastered – Avril Lavigne - “Sk8er Boi”,"Casual, Simulation, "
509738,Rocksmith® 2014 Edition – Remastered – Avril Lavigne - “When You’re Gone”,"Casual, Simulation, "
332310,LEGO® Worlds,"Adventure, "
509737,Rocksmith® 2014 Edition – Remastered – Avril Lavigne - “My Happy Ending”,"Casual, Simulation, "
582640,Bloodrunners,"N/D, "
599630,Mountain Mind - Headbanger's VR,"Indie, "
605700,Fantasy Grounds - Gauntlet of Spiragos (PFRPG),"Indie, RPG, Strategy, "
598050,Ominous Objects: Family Portrait Collector's Edition,"Adventure, Casual, "
598660,Plevr,"Utilities, "
399832,Awesomenauts - Summertime Chucho Skin,"Action, Indie, Strategy, "
585410,GameMaker Studio 2 Desktop,"Animation & Modeling, Design & Illustration, Education, Utilities, Web Publishing, "
603750,- Arcane Raise -,"Adventure, Casual, Indie, RPG, Strategy, "
585620,GameMaker Studio 2 Mobile,"Animation & Modeling, Design & Illustration, Education, Utilities, Web Publishing, "
585610,GameMaker Studio 2 UWP,"Animation & Modeling, Design & Illustration, Education, Utilities, Web Publishing, "
585600,GameMaker Studio 2 Web,"Animation & Modeling, Design & Illustration, Education, Utilities, Web Publishing, "
597640,"Buccaneers, Bounty & Boom!","Strategy, "
592410,Spacetours VR - Ep1 The Solar System,"Adventure, Casual, Indie, Simulation, "
328070,Reflex Arena,"Action, Indie, "
471400,Space Jammers,"Action, Adventure, Indie, Early Access, "
591040,The Cooking Game Original Soundtracks,"Casual, Indie, Simulation, "
603800,ReThink,"Indie, "
540160,Deckbound Heroes (Open Beta),"Free to Play, Indie, Strategy, "
450950,Danmaku Unlimited 3,"Action, Indie, "
389220,Maximum Override,"Action, Casual, Indie, Simulation, "
603880,Sounds of Her Love,"Adventure, Casual, Free to Play, "
605910,Bootombaa,"Action, Adventure, Casual, Indie, "
605860,Paper Toss VR,"Casual, "
606210,Biosupremacy - Original Soundtrack,"Action, Adventure, RPG, "
602990,Good Archer,"Casual, Indie, "
606050,Gump Runner,"Casual, Indie, "
589760,Revhead,"Action, Indie, Racing, Simulation, "
496740,Discovering Space 2,"Casual, Indie, Simulation, "
493480,ERISLE,"Action, RPG, Early Access, "
604091,Arcane Raise - Lorebook,"Adventure, Casual, RPG, "
584030,Conclave Soundtrack,"Indie, RPG, "
429270,Didgery,"Casual, Indie, "
599670,Chess3D,"Casual, Simulation, Strategy, "
597690,Blink Original Soundtrack,"Indie, "
586670,A Foretold Affair,"Casual, Indie, "
594420,A Foretold Affair - Alternate Outfit DLC,"Casual, Indie, "
580430,Broken Sword 1: Original Version,"Adventure, "
447210,Blink,"Adventure, Indie, "
580440,Broken Sword 2: Original Version,"Adventure, "
565770,Broken Sword 2: Soundtrack,"Adventure, "
565810,Broken Sword 3: Soundtrack,"Adventure, "
564850,Broken Sword 1: Soundtrack,"Adventure, "
523230,Super Spring Ninja,"Action, Indie, "
503650,Fenimore Fillmore: The Westerner,"Adventure, "
604980,Travel Riddles: Trip To India,"Casual, "
540590,Red Barton and The Sky Pirates,"Action, Indie, "
471810,Death Squared,"Casual, Indie, "
599430,War of Castle VR,"Action, Indie, Massively Multiplayer, Early Access, "
603290,GRUZCHIK,"Adventure, Casual, Indie, Strategy, "
602830,Hexaball,"Adventure, Casual, Indie, Early Access, "
602060,Drift Into Eternity - Musics,"Indie, "
601390,DOA5LR Arc System Works Mashup Set,"Action, "
603370,Western FPS,"Indie, "
500100,Cubic complex,"Adventure, Casual, Indie, "
593240,VR Sports,"Action, Casual, Indie, Sports, "
550200,World Destroyers,"Action, Indie, "
586830,Mighty Monster Mayhem,"Action, Adventure, Casual, Simulation, "
583240,Coffence,"Action, Indie, Early Access, "
592700,Dead Rising 4 - Season Pass,"Action, "
543460,Dead Rising 4,"Action, "
608720,Ticket OST,"Action, Adventure, Indie, "
590530,World Builder,"Casual, Indie, Simulation, "
601500,Lost in Nature,"Adventure, Indie, Simulation, Early Access, "
606270,Masters Of Chess,"Casual, "
602660,Suspended Workshops,"Free to Play, Indie, "
578240,Ride 2 Free Bikes Pack 5,"Racing, Simulation, Sports, "
567810,Furi - One More Fight,"Action, Indie, "
607560,VRCURATOR,"Audio Production, Utilities, "
602920,Sketch! Run!,"Indie, Early Access, "
604180,Fantasy Grounds - Daring Tales of Chivalry #01: A Knights Tale (Savage Worlds),"Indie, RPG, Strategy, "
604650,Fantasy Grounds - Daring Tales of Adventure 05: Sky Pirates of the Caribbean (Savage Worlds),"Indie, RPG, Strategy, "
605480,Fantasy Grounds - Daring Tales of Adventure 04: The Talons of LoPeng (Savage Worlds),"Indie, RPG, Strategy, "
607450,Fantasy Grounds - Secret of Marseille (Call of Cthulhu),"Indie, RPG, Strategy, "
368000,100ft Robot Golf,"Action, Indie, Sports, "
564750,Dimension Jump,"Indie, "
584860,Surfasaurus,"Casual, Indie, RPG, Simulation, "
608980,Arch Virtual HQ,"Design & Illustration, "
536560,CHAOS CODE -NEW SIGN OF CATASTROPHE-,"Action, "
587860,Tales of Escape,"Adventure, Casual, Free to Play, Indie, "
602310,theHunter™: Call of the Wild - Bearclaw Lite Compound Bow,"Adventure, Simulation, Sports, "
550870,Tricky Trail RC,"Adventure, Casual, Indie, Racing, Simulation, "
610220,Night in the Woods - Soundtrack Vol. I,"Adventure, "
610221,Night in the Woods - Soundtrack Vol. II,"Adventure, "
610222,Night in the Woods - Soundtrack Vol. III,"Adventure, "
530070,Train Sim World®: CSX Heavy Haul,"Simulation, "
598350,Alien Insanity,"Action, Adventure, Casual, Indie, Strategy, "
598230,Ascender,"Adventure, Indie, "
602130,Violent killer VR,"Action, Adventure, "
553050,"Welcome Home, Love","Adventure, Casual, Simulation, "
585290,Lifeline,"Adventure, Indie, Strategy, "
586480,Detective Noir,"Adventure, Indie, "
591495,Pixel Puzzles Ultimate - Puzzle Pack: Medieval,"Casual, Free to Play, Indie, Simulation, Sports, Strategy, "
404200,WARTILE,"Indie, RPG, Strategy, Early Access, "
591494,Pixel Puzzles Ultimate - Puzzle Pack: Coral Reef,"Casual, Free to Play, Indie, Simulation, Sports, Strategy, "
600150,Warpaint,"Casual, Indie, Strategy, "
487570,On A Roll 2D,"Action, Adventure, Casual, Indie, "
459640,You... and who else?,"Adventure, Casual, Indie, RPG, Simulation, Strategy, "
607340,Lemuria: Lost in Space - soundtrack DLC,"Adventure, Indie, RPG, "
578590,City Siege: Faction Island,"Action, Indie, Strategy, "
607840,Wanderland: Starter Pack,"Adventure, Casual, Free to Play, "
471220,Don't Drop the Bass,"Casual, Indie, Sports, "
470020,"SnarfQuest Tales, Episode 1: The Beginning","Action, Adventure, Indie, RPG, "
608190,Frontier VR,"Adventure, Casual, "
577640,Space Station Loma: OPERATIONS,"Action, Casual, Indie, Early Access, "
587060,The Crooked Man,"N/D, "
601010,Hotel Anatolia,"Adventure, Indie, RPG, "
455020,Jackpot Poker by PokerStars,"Casual, Free to Play, Massively Multiplayer, Sports, Strategy, "
599750,Crisis in the Kremlin,"Indie, Simulation, Strategy, "
608160,McOsu - Donation - 1,"Indie, "
608170,McOsu - Donation - 3,"Indie, "
608180,McOsu - Donation - 5,"Indie, "
606180,Vive Video,"Utilities, Video Production, "
583000,Fly Away,"Casual, Indie, Simulation, Early Access, "
595470,Shadow Circuit,"Action, Sports, Early Access, "
573548,Atelier Firis - Character: Heintz / 追加キャラクター『ハインツ』,"RPG, "
573541,Atelier Firis - Costume: Sky Blue Papillon / フィリス衣装『空色パピヨン』,"RPG, "
573542,Atelier Firis - Costume: Night Onyx / リアーネ衣装『夜のオニキス』,"RPG, "
573544,Atelier Firis - Costume: Verdant Feuilles / ドロッセル衣装『新緑のフォイユ』,"RPG, "
573545,Atelier Firis - Costume: Passionate Soleil / ソフィー衣装『情熱のソレイユ』,"RPG, "
573543,Atelier Firis - Costume: Festive Amour / イルメリア衣装『紅白アムール』,"RPG, "
591496,Pixel Puzzles Ultimate - Puzzle Pack: Trains,"Action, Adventure, Casual, Free to Play, Indie, Simulation, Sports, Strategy, "
607830,New York Kennedy [KJFK] airport for Tower!3D Pro,"Indie, Simulation, "
508410,SKIPCHASER,"Action, Indie, RPG, Early Access, "
549220,Dark Canvas: A Brush With Death Collector's Edition,"Adventure, Casual, "
551730,Toukiden 2,"Action, "
602720,AppGameKit Sound Library,"Animation & Modeling, Design & Illustration, Education, Software Training, Utilities, Web Publishing, "
467810,Splody,"Action, Casual, Indie, "
609800,Craft The World - Dig with Friends,"Indie, RPG, Simulation, Strategy, "
569683,Toukiden 2 - Mitama: Sarutobi Sasuke,"Action, "
569682,Toukiden 2 - Mitama: Sanada Nobuyuki,"Action, "
525030,Watch_Dogs® 2 - Human Conditions,"Action, Adventure, "
569680,Toukiden 2 - Armor: Tenko Outfit,"Action, "
594800,Yu-Gi-Oh! Bonds Beyond Time,"N/D, "
611740,Stories Untold Official Soundtrack,"Adventure, Indie, "
611530,Flagster,"Casual, "
564470,Battle for Orion 2,"Indie, Strategy, "
591560,Red Death,"Action, Indie, "
496620,Monster Slayers,"Action, Indie, "
590600,LifeBase,"Action, Casual, Indie, Simulation, Early Access, "
491280,Drift Horizon Online,"Action, Racing, Simulation, Sports, "
582100,Beats Fever - Big Apple,"Action, Casual, Indie, "
605540,Fantasy Grounds - D&D Tales from the Yawning Portal,"Indie, RPG, Strategy, "
525971,Rytmik Ultimate – Voice & Acoustic Expansion,"Audio Production, "
592350,Nvil,"Animation & Modeling, "
487040,88 Heroes,"Action, Indie, "
595930,Steam: Rails to Riches,"Casual, Indie, Strategy, "
543180,Infinite Tanks,"Action, Indie, "
613520,Zaccaria Pinball - Achievement Table Pack,"Casual, Free to Play, Simulation, Sports, "
596822,Steam: Rails to Riches - Northern England Map,"Casual, Indie, Strategy, "
582070,FourChords Guitar Karaoke - Classic Rock Mix 1,"Casual, Indie, Simulation, "
596821,Steam: Rails to Riches - USA-Canada Map,"Casual, Indie, Strategy, "
596820,Steam: Rails to Riches - Carcassonne Map,"Casual, Indie, Strategy, "
596823,Steam: Rails to Riches - Belgium & Luxembourg Map,"Casual, Indie, Strategy, "
599800,Easy Magic,"Action, Adventure, Indie, Strategy, "
542480,Therian Saga,"Free to Play, Massively Multiplayer, RPG, Strategy, "
567700,Mekside VR,"Indie, Massively Multiplayer, Simulation, Early Access, "
556500,Quern - Undying Thoughts (Original Soundtrack),"Adventure, Indie, "
609340,Twilight Phenomena: The Lodgers of House 13 Collector's Edition,"Adventure, Casual, "
529870,Microgons,"Strategy, "
541450,Operation Abyss: New Tokyo Legacy / 東京新世録 オペレーションアビス,"RPG, "
548820,Operation Abyss: New Tokyo Legacy / 東京新世録 オペレーションアビス - Digital Art Book / デジタル・アートブック,"N/D, "
611980,Oik 2,"Casual, Indie, "
584191,Mantis Burn Racing® - Elite Class,"Casual, Indie, Racing, "
552970,Sumoman,"Action, Adventure, Indie, "
512035,Civilization VI - Persia and Macedon Civilization & Scenario Pack,"Strategy, "
584190,Mantis Burn Racing® - Snowbound Pack,"Casual, Indie, Racing, "
606820,Brooks McBeth: This Ain't Shakespeare,"N/D, "
494960,Twisted Arrow,"Action, Adventure, "
610470,Andy Peters: Question. Point. Exclamation Mark.,"N/D, "
610790,Gary Gulman: Boyish Man,"N/D, "
613380,Brian Gaar: Jokes I Wrote At Work,"N/D, "
612730,Bill Hicks: Reflections,"N/D, "
383980,Rivals of Aether,"Indie, "
508530,HackyZack,"Action, Indie, Sports, "
614390,Brother Sam: A Tribute to Sam Kinison,"N/D, "
614500,Tom Rhodes: Light Sweet Crude,"N/D, "
614750,Fantasy Grounds - TIMEZERO: The Mirrors of Carthage (Savage Worlds),"Indie, RPG, Strategy, "
614760,Fantasy Grounds - TIMEZERO: Tomorrow BOMB (Savage Worlds),"Indie, RPG, Strategy, "
615170,Fantasy Grounds - NPCs: The Poor (Token Pack),"Indie, RPG, Strategy, "
615190,Fantasy Grounds - NPCs: Middle Class (Token Pack),"Indie, RPG, Strategy, "
614510,Gallagher: Two Real,"N/D, "
604210,Fantasy Grounds - Hut of Half-Blood Hag (Map Pack),"Indie, RPG, Strategy, "
577620,Fantasy Grounds - Mini-Dungeon #017: Shadows of Madness (PFRPG),"Indie, RPG, Strategy, "
615710,Fantasy Grounds - NPCs: Nobles (Token Pack),"Indie, RPG, Strategy, "
614820,Fantasy Grounds - Darkwoulfe's Volume 30 - Giants of Ice and Stone (Token Pack),"Indie, RPG, Strategy, "
296300,Ballistic Overkill,"Action, Casual, Indie, "
593880,Street Fighter V CFN Beta,"Action, "
607490,HAUNTED: Halloween '86 (The Curse Of Possum Hollow),"Action, Indie, "
585170,Stagecoach: The Texas Jack Story,"N/D, "
615420,San Diego International [KSAN] airport for Tower!3D Pro,"Simulation, "
593460,Lion,"Indie, "
572810,Bungo Stray Dogs,"N/D, "
493820,Rivais Em Batalha,"Action, Indie, "
599400,TANE DLC: Andrushivka - Vinnitsa UZ,"Simulation, "
615330,Happy Penguin VR,"Action, Adventure, Indie, Simulation, Sports, "
588410,Virtual Sports,"Action, Casual, Simulation, Sports, "
595360,NIGHTSTAR: Rogue Wings,"Action, Indie, Simulation, Early Access, "
593260,Planet Defender,"Action, Adventure, Casual, Indie, "
285380,On The Road,"Simulation, Early Access, "
407110,Swarm Universe,"Action, Indie, "
605160,Perfect Plan,"Action, Casual, Indie, "
569860,Thimbleweed Park™,"Adventure, Indie, "
577280,SCALPERS: Turtle & the Moonshine Gang,"Action, Adventure, Indie, Early Access, "
572820,Free! - Iwatobi Swim Club,"Sports, "
572830,ReLIFE,"N/D, "
600830,Ace Attorney,"N/D, "
600820,91 Days,"Action, "
591640,Light It ~ てらし鬼 ~,"Action, Indie, "
575720,Mighty Party,"Action, Adventure, Free to Play, Massively Multiplayer, RPG, Strategy, "
269950,X-Plane 11,"Simulation, "
582571,X-Plane 11 - Global Scenery: Asia,"Simulation, "
582573,X-Plane 11 - Global Scenery: Europe,"Simulation, "
582572,X-Plane 11 - Global Scenery: Australia,"Simulation, "
582575,X-Plane 11 - Global Scenery: South America,"Simulation, "
582570,X-Plane 11 - Global Scenery: Africa,"Simulation, "
582574,X-Plane 11 - Global Scenery: North America,"Simulation, "
611050,Moriarty: Endgame VR,"Adventure, Casual, Indie, "
598340,Lament,"Action, "
550381,DoDonPachi Resurrection Arrange Album,"Action, "
615460,Bitcoin VR,"Simulation, "
606920,EXA: The Infinite Instrument,"Casual, Indie, Audio Production, "
593270,Call of Duty®: Infinite Warfare - UK Special Forces VO Pack,"Action, Adventure, "
531780,Castle Explorer,"Casual, Indie, Strategy, "
600210,RoboMatch,"Casual, Indie, RPG, "
612650,Kona Original Soundtrack,"Adventure, Indie, "
544310,Jumps,"Action, Indie, Racing, "
508250,Aussie Sports VR,"Sports, "
594310,Reflection of a Fallen Feather,"Adventure, Free to Play, Indie, RPG, "
594300,Chasing Styx,"Action, Adventure, Free to Play, Indie, "
602390,Master of Mayhem Soundtrack,"Action, Indie, "
576130,State of Anarchy: Master of Mayhem,"Action, Casual, Indie, "
618030,Arcade Tale,"Adventure, Indie, "
591610,Deep End,"Action, Indie, "
447330,Sluggy's Fruit Emporium,"Indie, Simulation, "
578870,MegaGlest,"Indie, Strategy, "
618180,"Max, an Autistic Journey - Max's Birthday DLC","Indie, RPG, "
601590,BattleTrucks,"Action, Casual, Indie, Racing, Simulation, Sports, "
611210,Aerofly FS 2 - USA Utah,"Indie, Simulation, "
577730,Idle Evolution,"Casual, Indie, Simulation, Strategy, "
542160,War for the Overworld - My Pet Dungeon Expansion,"Indie, Strategy, "
572730,Nancy Drew®: The Silent Spy,"Adventure, "
618480,League of Evil: Soundtrack + Extras,"Action, Indie, "
610270,Bloody Trapland 2: Curiosity - Soundtrack,"Action, Adventure, Casual, Indie, "
617340,Fantasy Grounds - Astral Antagonists (Token Pack),"Indie, RPG, Strategy, "
616180,Collection - Crusader Kings II: Ultimate Unit Pack,"RPG, Simulation, Strategy, "
616160,Collection - Crusader Kings II: Ultimate Music Pack,"RPG, Simulation, Strategy, "
617400,Fantasy Grounds - Desert Encounters (Token Pack),"Indie, RPG, Strategy, "
616540,Fantasy Grounds - Greater Undead (Token Pack),"Indie, RPG, Strategy, "
616210,Collection - Crusader Kings II: Dynasty Shield Pack,"RPG, Simulation, Strategy, "
567200,Incorp Inc,"Adventure, Indie, Simulation, Strategy, "
615120,COMPOUND,"Action, Indie, "
616600,Blue-Collar Astronaut - OST by Charlie Armour,"Casual, Indie, Racing, Simulation, "
610910,Trainz Route: Legacy of the Burlington Northern II,"Simulation, "
611942,Item Pack for Arcane RE-Raise,"Adventure, Casual, Indie, RPG, Strategy, "
611941,Extra Character (Male #4) + Item Pack for Arcane RE-Raise,"Adventure, Casual, Indie, RPG, Strategy, "
435020,AFL Evolution,"Sports, "
611940,Extra Character (Male #3) + Item Pack for Arcane RE-Raise,"Adventure, Casual, Indie, RPG, Strategy, "
611924,Extra Character (Male #1) + Item Pack for Arcane RE-Raise,"Adventure, Casual, Indie, RPG, Strategy, "
611922,Extra Character (Female #3) + Item Pack for Arcane RE-Raise,"Adventure, Casual, Indie, RPG, Strategy, "
611925,Extra Character (Male #2) + Item Pack for Arcane RE-Raise,"Adventure, Casual, Indie, RPG, Strategy, "
611923,Extra Character (Female #4) + Item Pack for Arcane RE-Raise,"Adventure, Casual, Indie, RPG, Strategy, "
607090,Under the Boardwalk: The MONOPOLY Story,"N/D, "
457192,Rocket League®  - The Fate of the Furious™ Ice Charger,"Action, Indie, Racing, Sports, "
616410,God Made Me: The Very Worst of Keith Malley Volume 2,"N/D, "
578330,LEGO City Undercover,"Action, "
597360,The Founder,"Indie, "
594860,Yu-Gi-Oh! Classic,"N/D, "
594120,Fort Awesome,"Indie, Early Access, "
585090,Black River,"Action, Adventure, Casual, Indie, RPG, Simulation, Strategy, "
618560,Attack On Kitten,"Action, Adventure, Indie, "
592660,Zen Garden,"Casual, Indie, "
619980,Lil Tanks Original Soundtrack,"Action, Indie, "
498370,Basketball Court VR,"Casual, Indie, Sports, "
503930,Basketball Court VR Demo,"Casual, Indie, Sports, "
562420,Armor Clash II [RTS],"Action, Simulation, Strategy, "
612220,Chaos Edge,"Action, Adventure, RPG, Early Access, "
597920,Survivalizm - The Animal Simulator,"Action, Adventure, Indie, Simulation, Early Access, "
618540,Slug Blast,"Action, "
542590,SoulSaverOnline,"Free to Play, Massively Multiplayer, RPG, "
607690,SourVR Video Player Deluxe Edition,"Utilities, "
613850,Radiant Crusade,"Action, Indie, Racing, RPG, Simulation, Strategy, "
590270,Catsby,"Adventure, Indie, "
612070,Kio's Adventure,"Adventure, Indie, RPG, "
587440,Galactic Keep,"RPG, Simulation, Strategy, "
597670,Exterminator,"Action, Casual, Sports, "
602800,FSX Steam Edition: Toposim US Southwest Add-On,"Simulation, "
536541,FSX Steam Edition: Northrop F-89 Scorpion Add-On,"Simulation, "
602810,FSX Steam Edition: Toposim US West Coast Add-On,"Simulation, "
582072,FourChords Guitar Karaoke - Classic Rock Mix 3,"Casual, Indie, Simulation, "
376955,Train Simulator: CRH 380A High Speed Train Add-On,"Simulation, "
376954,Train Simulator: South West China High Speed Route Add-On,"Simulation, "
476030,Johnny Graves—The Unchosen One,"Action, Indie, RPG, "
553280,Stellaris: Utopia,"Simulation, Strategy, "
610010,Scourge of War: Wavre,"Simulation, Strategy, "
612310,GORB,"Casual, Indie, Simulation, Strategy, "
617710,Cannons-Defenders: Steam Edition,"Action, Casual, Indie, "
552900,Fields XY,"Indie, "
617890,Detective Hank and the Golden Sneeze Soundtrack,"Adventure, Indie, "
448320,GIBZ,"Action, Adventure, Indie, "
546670,Xark,"Action, Indie, RPG, Strategy, Early Access, "
599040,Win That War!,"Indie, Massively Multiplayer, Strategy, Early Access, "
620630,Civil War: 1865,"Strategy, "
596710,Kith - Tales from the Fractured Plateaus,"Adventure, Casual, Free to Play, Indie, "
582700,Aftermath,"N/D, "
604950,RGBverse,"Action, Casual, Free to Play, Indie, "
607100,Kith - Lorebook,"Adventure, Casual, Free to Play, Indie, "
473530,Slime-san,"Action, Adventure, Indie, "
613000,Slime-san - Official Soundtrack,"Action, Adventure, Indie, "
561730,Duke Nukem's Bulletstorm Tour,"Action, Adventure, "
589060,"Trapper Knight, Sharpshooter Princess","RPG, Strategy, "
574010,Forestry,"Adventure, Casual, "
381250,Stardrift Nomads,"Action, Indie, Strategy, "
619330,Duck Hunting,"Indie, Simulation, "
341110,Unraveled: Tale of the Shipbreaker's Daughter,"Adventure, Casual, Indie, RPG, "
618920,Dungeon Escape VR,"Indie, "
546810,Chernobyl: Terrorist Attack,"Action, "
618590,Zombie Buster VR,"Action, "
620000,Devade OST,"Action, Casual, Indie, "
619140,Station 21 - Space Station Simulator,"Casual, Indie, Simulation, Strategy, Early Access, "
574740,Fausts Alptraum,"Adventure, Free to Play, Indie, "
610550,Hidden Expedition: The Pearl of Discord Collector's Edition,"Adventure, Casual, "
620140,Bottle Flip Challenge VR,"Casual, Indie, Simulation, Sports, "
619400,Fluffy Creatures VS The World,"Action, Adventure, Casual, Indie, "
603120,Happy Campers,"Casual, "
564280,Adventuring Gentleman,"Action, "
582577,X-Plane 11 - Add-on: Aerosoft - CRJ 200,"Simulation, "
605250,Cluckles' Adventure,"Action, Adventure, Casual, Indie, "
615300,Cluckles' Adventure Soundtrack,"Action, Adventure, Casual, Indie, "
622150,Bridge to Another World: Burnt Dreams Collector's Edition,"Adventure, Casual, "
622500,2 Ninjas 1 Cup - Soundtrack,"Action, Indie, "
604430,Shadows of Adam OST,"Indie, RPG, "
527110,The Melody of Dust,"Adventure, Indie, "
600660,Kimmy,"Indie, "
457760,The Signal From Tölva,"Action, "
585190,A Gummy's Life,"Action, Casual, Indie, Early Access, "
615130,Spellweaver Chronicles - The Holy Child,"Free to Play, Indie, Massively Multiplayer, Strategy, "
595480,Hunahpu: way of the Warrior,"Action, Adventure, Casual, Indie, "
617610,Japanese Women - Animated Jigsaws,"Casual, Simulation, "
619510,100% Orange Juice - Kiriko & NoName Pack,"Indie, Strategy, "
600320,TASTEE: Lethal Tactics - Map: Backyard Colosseum,"Indie, Strategy, "
508940,Escape Lizards,"Action, Indie, "
601810,Spark the Electric Jester,"Action, "
586160,Dash Fleet,"Action, Indie, "
582830,SYNCH,"Casual, Free to Play, Indie, Strategy, "
619630,Nightshade Soundtrack,"Adventure, "
569689,Toukiden 2 - Mission Collection Set 3,"Action, "
618610,Endless Horde,"Action, Indie, Strategy, Casual, "
569690,Toukiden 2 - Armor: Hayatori Outfit / Horo Outfit,"Action, "
552590,The Sexy Brutale,"Adventure, Indie, "
612380,Cryptocracy,"Casual, Indie, Strategy, "
460790,Bayonetta,"Action, Adventure, "
598860,MAGIX Video Pro X8 Steam Edition,"Video Production, "
607980,The Thinning,"N/D, "
360830,Yooka-Laylee,"Action, Adventure, Indie, "
564251,Yooka-Laylee Digital Artbook,"Action, Adventure, "
564250,Yooka-Laylee Soundtrack,"Action, Adventure, "
605730,Comedy Dynamics Classics: Full Frontal Comedy,"N/D, "
590194,Rocksmith® 2014 Edition – Remastered – Variety Song Pack IX,"Casual, Simulation, "
